 , degree, betweeness, closeness, random
305.05738, 0.00000, 0.03336, 0.00000, 0.04267
305.27012, 0.00000, 0.03338, 0.00000, 0.04267
305.48285, 0.00000, 0.03341, 0.00000, 0.04267
305.69558, 0.00000, 0.03343, 0.00000, 0.04267
305.90831, 0.00000, 0.03345, 0.00000, 0.04268
306.12104, 0.00000, 0.03348, 0.00000, 0.04355
306.33377, 0.00000, 0.03350, 0.00000, 0.04355
306.54651, 0.00000, 0.03353, 0.00000, 0.04355
306.75924, 0.00000, 0.03355, 0.00000, 0.04377
306.97197, 0.00000, 0.03358, 0.00000, 0.04376
307.18470, 0.00000, 0.03360, 0.00000, 0.04376
307.39743, 0.00000, 0.03363, 0.00000, 0.04399
307.61016, 0.00000, 0.03365, 0.00000, 0.04487
307.82290, 0.00000, 0.03367, 0.00000, 0.04487
308.03563, 0.00000, 0.03370, 0.00000, 0.04487
308.24836, 0.00000, 0.03372, 0.00000, 0.04487
308.46109, 0.00000, 0.03375, 0.00000, 0.04487
308.67382, 0.00000, 0.03377, 0.00000, 0.04487
308.88656, 0.00000, 0.03380, 0.00000, 0.04464
309.09929, 0.00000, 0.03382, 0.00000, 0.04441
309.31202, 0.00000, 0.03385, 0.00000, 0.04441
309.52475, 0.00000, 0.03387, 0.00000, 0.04441
309.73748, 0.00000, 0.03390, 0.00000, 0.04441
309.95021, 0.00000, 0.03392, 0.00000, 0.04442
310.16295, 0.00000, 0.03395, 0.00000, 0.04442
310.37568, 0.00000, 0.03397, 0.00000, 0.04441
310.58841, 0.00000, 0.03400, 0.00000, 0.04442
310.80114, 0.00000, 0.03402, 0.00000, 0.04442
311.01387, 0.00000, 0.03405, 0.00000, 0.04442
311.22661, 0.00000, 0.03407, 0.00000, 0.04665
311.43934, 0.00000, 0.03410, 0.00000, 0.04665
311.65207, 0.00000, 0.03412, 0.00000, 0.04641
311.86480, 0.00000, 0.03415, 0.00000, 0.04641
312.07753, 0.00000, 0.03418, 0.00000, 0.04641
312.29026, 0.00000, 0.03420, 0.00000, 0.04642
312.50300, 0.00000, 0.03423, 0.00000, 0.04642
312.71573, 0.00000, 0.03425, 0.00000, 0.04642
312.92846, 0.00000, 0.03428, 0.00000, 0.04666
313.14119, 0.00000, 0.03430, 0.00000, 0.04665
313.35392, 0.00000, 0.03433, 0.00000, 0.04690
313.56665, 0.00000, 0.03435, 0.00000, 0.04714
313.77939, 0.00000, 0.03438, 0.00000, 0.04597
313.99212, 0.00000, 0.03441, 0.00000, 0.04620
314.20485, 0.00000, 0.03443, 0.00000, 0.04620
314.41758, 0.00000, 0.03446, 0.00000, 0.04643
314.63031, 0.00000, 0.03448, 0.00000, 0.04643
314.84305, 0.00000, 0.03451, 0.00000, 0.04643
315.05578, 0.00000, 0.03453, 0.00000, 0.04643
315.26851, 0.00000, 0.03456, 0.00000, 0.04643
315.48124, 0.00000, 0.03459, 0.00000, 0.04597
315.69397, 0.00000, 0.03461, 0.00000, 0.04597
315.90670, 0.00000, 0.03464, 0.00000, 0.04574
316.11944, 0.00000, 0.03466, 0.00000, 0.04574
316.33217, 0.00000, 0.03469, 0.00000, 0.04574
316.54490, 0.00000, 0.03472, 0.00000, 0.04574
316.75763, 0.00000, 0.03474, 0.00000, 0.04574
316.97036, 0.00000, 0.03477, 0.00000, 0.04574
317.18310, 0.00000, 0.03480, 0.00000, 0.04551
317.39583, 0.00000, 0.03482, 0.00000, 0.04551
317.60856, 0.00000, 0.03485, 0.00000, 0.04528
317.82129, 0.00000, 0.03487, 0.00000, 0.04528
318.03402, 0.00000, 0.03490, 0.00000, 0.04528
318.24675, 0.00000, 0.03493, 0.00000, 0.04551
318.45949, 0.00000, 0.03417, 0.00000, 0.04551
318.67222, 0.00000, 0.03419, 0.00000, 0.04528
318.88495, 0.00000, 0.03422, 0.00000, 0.04551
319.09768, 0.00000, 0.03346, 0.00000, 0.04551
319.31041, 0.00000, 0.03349, 0.00000, 0.04574
319.52314, 0.00000, 0.03351, 0.00000, 0.04588
319.73588, 0.00000, 0.03354, 0.00000, 0.04588
319.94861, 0.00000, 0.03356, 0.00000, 0.04565
320.16134, 0.00000, 0.03359, 0.00000, 0.04565
320.37407, 0.00000, 0.03361, 0.00000, 0.04565
320.58680, 0.00000, 0.03364, 0.00000, 0.04565
320.79954, 0.00000, 0.03366, 0.00000, 0.04565
321.01227, 0.00000, 0.03369, 0.00000, 0.04565
321.22500, 0.00000, 0.03372, 0.00000, 0.04588
321.43773, 0.00000, 0.03374, 0.00000, 0.04552
321.65046, 0.00000, 0.03377, 0.00000, 0.04530
321.86319, 0.00000, 0.03379, 0.00000, 0.04530
322.07593, 0.00000, 0.03382, 0.00000, 0.04533
322.28866, 0.00000, 0.03385, 0.00000, 0.04533
322.50139, 0.00000, 0.03387, 0.00000, 0.04533
322.71412, 0.00000, 0.03390, 0.00000, 0.04533
322.92685, 0.00000, 0.03392, 0.00000, 0.04533
323.13959, 0.00000, 0.03395, 0.00000, 0.04533
323.35232, 0.00000, 0.03398, 0.00000, 0.04556
323.56505, 0.00000, 0.03400, 0.00000, 0.04556
323.77778, 0.00000, 0.03403, 0.00000, 0.04557
323.99051, 0.00000, 0.03406, 0.00000, 0.04557
324.20324, 0.00000, 0.03408, 0.00000, 0.04557
324.41598, 0.00000, 0.03411, 0.00000, 0.04557
324.62871, 0.00000, 0.03413, 0.00000, 0.04557
324.84144, 0.00000, 0.03416, 0.00000, 0.04580
325.05417, 0.00000, 0.03419, 0.00000, 0.04580
325.26690, 0.00000, 0.03421, 0.00000, 0.04580
325.47963, 0.00000, 0.03424, 0.00000, 0.04580
325.69237, 0.00000, 0.03427, 0.00000, 0.04556
325.90510, 0.00000, 0.03429, 0.00000, 0.04639
326.11783, 0.00000, 0.03432, 0.00000, 0.04639
326.33056, 0.00000, 0.03435, 0.00000, 0.04639
326.54329, 0.00000, 0.03438, 0.00000, 0.04639
326.75603, 0.00000, 0.03359, 0.00000, 0.04639
326.96876, 0.00000, 0.03362, 0.00000, 0.04639
327.18149, 0.00000, 0.03365, 0.00000, 0.04639
327.39422, 0.00000, 0.03367, 0.00000, 0.04639
327.60695, 0.00000, 0.03370, 0.00000, 0.04638
327.81968, 0.00000, 0.03373, 0.00000, 0.04638
328.03242, 0.00000, 0.03375, 0.00000, 0.04638
328.24515, 0.00000, 0.03378, 0.00000, 0.04662
328.45788, 0.00000, 0.03381, 0.00000, 0.04662
328.67061, 0.00000, 0.03383, 0.00000, 0.04662
328.88334, 0.00000, 0.03386, 0.00000, 0.04781
329.09608, 0.00000, 0.03388, 0.00000, 0.04780
329.30881, 0.00000, 0.03391, 0.00000, 0.04780
329.52154, 0.00000, 0.03312, 0.00000, 0.04780
329.73427, 0.00000, 0.03315, 0.00000, 0.04780
329.94700, 0.00000, 0.03318, 0.00000, 0.04804
330.15973, 0.00000, 0.03320, 0.00000, 0.04805
330.37247, 0.00000, 0.03323, 0.00000, 0.04804
330.58520, 0.00000, 0.03325, 0.00000, 0.04805
330.79793, 0.00000, 0.03328, 0.00000, 0.04805
331.01066, 0.00000, 0.03331, 0.00000, 0.04805
331.22339, 0.00000, 0.03333, 0.00000, 0.04795
331.43612, 0.00000, 0.03336, 0.00000, 0.04795
331.64886, 0.00000, 0.03339, 0.00000, 0.04795
331.86159, 0.00000, 0.03341, 0.00000, 0.04795
332.07432, 0.00000, 0.03344, 0.00000, 0.04795
332.28705, 0.00000, 0.03347, 0.00000, 0.04771
332.49978, 0.00000, 0.03349, 0.00000, 0.04771
332.71252, 0.00000, 0.03352, 0.00000, 0.04795
332.92525, 0.00000, 0.03355, 0.00000, 0.04688
333.13798, 0.00000, 0.03357, 0.00000, 0.04665
333.35071, 0.00000, 0.03360, 0.00000, 0.04665
333.56344, 0.00000, 0.03363, 0.00000, 0.04642
333.77617, 0.00000, 0.03365, 0.00000, 0.04758
333.98891, 0.00000, 0.03368, 0.00000, 0.04653
334.20164, 0.00000, 0.03371, 0.00000, 0.04653
334.41437, 0.00000, 0.03373, 0.00000, 0.04676
334.62710, 0.00000, 0.03376, 0.00000, 0.04710
334.83983, 0.00000, 0.03379, 0.00000, 0.04733
335.05257, 0.00000, 0.03382, 0.00000, 0.04710
335.26530, 0.00000, 0.03384, 0.00000, 0.04710
335.47803, 0.00000, 0.03387, 0.00000, 0.04710
335.69076, 0.00000, 0.03390, 0.00000, 0.04710
335.90349, 0.00000, 0.03393, 0.00000, 0.04609
336.11622, 0.00000, 0.03395, 0.00000, 0.04609
336.32896, 0.00000, 0.03398, 0.00000, 0.04631
336.54169, 0.00000, 0.03401, 0.00000, 0.04631
336.75442, 0.00000, 0.03320, 0.00000, 0.04653
336.96715, 0.00000, 0.03323, 0.00000, 0.04652
337.17988, 0.00000, 0.03325, 0.00000, 0.04652
337.39261, 0.00000, 0.03328, 0.00000, 0.04630
337.60535, 0.00000, 0.03331, 0.00000, 0.04630
337.81808, 0.00000, 0.03333, 0.00000, 0.04653
338.03081, 0.00000, 0.03252, 0.00000, 0.04653
338.24354, 0.00000, 0.03255, 0.00000, 0.04653
338.45627, 0.00000, 0.03257, 0.00000, 0.04653
338.66901, 0.00000, 0.03260, 0.00000, 0.04653
338.88174, 0.00000, 0.03263, 0.00000, 0.04652
339.09447, 0.00000, 0.03265, 0.00000, 0.04652
339.30720, 0.00000, 0.03268, 0.00000, 0.04652
339.51993, 0.00000, 0.03271, 0.00000, 0.04674
339.73266, 0.00000, 0.03273, 0.00000, 0.04651
339.94540, 0.00000, 0.03276, 0.00000, 0.04674
340.15813, 0.00000, 0.03279, 0.00000, 0.04696
340.37086, 0.00000, 0.03281, 0.00000, 0.04696
340.58359, 0.00000, 0.03284, 0.00000, 0.04696
340.79632, 0.00000, 0.03287, 0.00000, 0.04696
341.00906, 0.00000, 0.03289, 0.00000, 0.04719
341.22179, 0.00000, 0.03292, 0.00000, 0.04719
341.43452, 0.00000, 0.03295, 0.00000, 0.04742
341.64725, 0.00000, 0.03298, 0.00000, 0.04719
341.85998, 0.00000, 0.03300, 0.00000, 0.04696
342.07271, 0.00000, 0.03303, 0.00000, 0.04674
342.28545, 0.00000, 0.03306, 0.00000, 0.04753
342.49818, 0.00000, 0.03309, 0.00000, 0.04753
342.71091, 0.00000, 0.03311, 0.00000, 0.04753
342.92364, 0.00000, 0.03314, 0.00000, 0.04759
343.13637, 0.00000, 0.03317, 0.00000, 0.04759
343.34910, 0.00000, 0.03320, 0.00000, 0.04837
343.56184, 0.00000, 0.03322, 0.00000, 0.04860
343.77457, 0.00000, 0.03325, 0.00000, 0.04837
343.98730, 0.00000, 0.03328, 0.00000, 0.04837
344.20003, 0.00000, 0.03331, 0.00000, 0.04837
344.41276, 0.00000, 0.03333, 0.00000, 0.04860
344.62550, 0.00000, 0.03336, 0.00000, 0.04861
344.83823, 0.00000, 0.03339, 0.00000, 0.04861
345.05096, 0.00000, 0.03342, 0.00000, 0.04827
345.26369, 0.00000, 0.03344, 0.00000, 0.04803
345.47642, 0.00000, 0.03347, 0.00000, 0.04803
345.68915, 0.00000, 0.03350, 0.00000, 0.04646
345.90189, 0.00000, 0.03353, 0.00000, 0.04646
346.11462, 0.00000, 0.03356, 0.00000, 0.04602
346.32735, 0.00000, 0.03359, 0.00000, 0.04601
346.54008, 0.00000, 0.03361, 0.00000, 0.04601
346.75281, 0.00000, 0.03364, 0.00000, 0.04623
346.96555, 0.00000, 0.03367, 0.00000, 0.04623
347.17828, 0.00000, 0.03370, 0.00000, 0.04623
347.39101, 0.00000, 0.03373, 0.00000, 0.04623
347.60374, 0.00000, 0.03376, 0.00000, 0.04624
347.81647, 0.00000, 0.03378, 0.00000, 0.04624
348.02920, 0.00000, 0.03381, 0.00000, 0.04646
348.24194, 0.00000, 0.03384, 0.00000, 0.04645
348.45467, 0.00000, 0.03387, 0.00000, 0.04612
348.66740, 0.00000, 0.03390, 0.00000, 0.04871
348.88013, 0.00000, 0.03393, 0.00000, 0.04871
349.09286, 0.00000, 0.03396, 0.00000, 0.04871
349.30560, 0.00000, 0.03398, 0.00000, 0.04849
349.51833, 0.00000, 0.03401, 0.00000, 0.04827
349.73106, 0.00000, 0.03404, 0.00000, 0.04827
349.94379, 0.00000, 0.03407, 0.00000, 0.04827
350.15652, 0.00000, 0.03410, 0.00000, 0.04828
350.36925, 0.00000, 0.03413, 0.00000, 0.04828
350.58199, 0.00000, 0.03416, 0.00000, 0.04849
350.79472, 0.00000, 0.03419, 0.00000, 0.04870
351.00745, 0.00000, 0.03422, 0.00000, 0.04849
351.22018, 0.00000, 0.03425, 0.00000, 0.04849
351.43291, 0.00000, 0.03428, 0.00000, 0.04827
351.64564, 0.00000, 0.03431, 0.00000, 0.04827
351.85838, 0.00000, 0.03433, 0.00000, 0.04849
352.07111, 0.00000, 0.03436, 0.00000, 0.04848
352.28384, 0.00000, 0.03439, 0.00000, 0.04848
352.49657, 0.00000, 0.03442, 0.00000, 0.04848
352.70930, 0.00000, 0.03445, 0.00000, 0.04827
352.92204, 0.00000, 0.03448, 0.00000, 0.04827
353.13477, 0.00000, 0.03451, 0.00000, 0.04827
353.34750, 0.00000, 0.03454, 0.00000, 0.04848
353.56023, 0.00000, 0.03457, 0.00000, 0.04849
353.77296, 0.00000, 0.03460, 0.00000, 0.04806
353.98569, 0.00000, 0.03463, 0.00000, 0.04806
354.19843, 0.00000, 0.03466, 0.00000, 0.04806
354.41116, 0.00000, 0.03380, 0.00000, 0.04806
354.62389, 0.00000, 0.03382, 0.00000, 0.04806
354.83662, 0.00000, 0.03385, 0.00000, 0.04806
355.04935, 0.00000, 0.03388, 0.00000, 0.04866
355.26209, 0.00000, 0.03391, 0.00000, 0.04867
355.47482, 0.00000, 0.03394, 0.00000, 0.04867
355.68755, 0.00000, 0.03397, 0.00000, 0.04888
355.90028, 0.00000, 0.03400, 0.00000, 0.04888
356.11301, 0.00000, 0.03403, 0.00000, 0.04888
356.32574, 0.00000, 0.03406, 0.00000, 0.04888
356.53848, 0.00000, 0.03409, 0.00000, 0.04857
356.75121, 0.00000, 0.03322, 0.00000, 0.04857
356.96394, 0.00000, 0.03325, 0.00000, 0.04878
357.17667, 0.00000, 0.03327, 0.00000, 0.04878
357.38940, 0.00000, 0.03330, 0.00000, 0.04899
357.60213, 0.00000, 0.03333, 0.00000, 0.04921
357.81487, 0.00000, 0.03336, 0.00000, 0.04921
358.02760, 0.00000, 0.03339, 0.00000, 0.04921
358.24033, 0.00000, 0.03342, 0.00000, 0.05021
358.45306, 0.00000, 0.03345, 0.00000, 0.05043
358.66579, 0.00000, 0.03348, 0.00000, 0.05043
358.87853, 0.00000, 0.03351, 0.00000, 0.05043
359.09126, 0.00000, 0.03354, 0.00000, 0.05043
359.30399, 0.00000, 0.03357, 0.00000, 0.05044
359.51672, 0.00000, 0.03360, 0.00000, 0.05044
359.72945, 0.00000, 0.03363, 0.00000, 0.05044
359.94218, 0.00000, 0.03366, 0.00000, 0.05044
360.15492, 0.00000, 0.03369, 0.00000, 0.05115
360.36765, 0.00000, 0.03372, 0.00000, 0.05115
360.58038, 0.00000, 0.03375, 0.00000, 0.05114
360.79311, 0.00000, 0.03378, 0.00000, 0.05114
361.00584, 0.00000, 0.03381, 0.00000, 0.05137
361.21858, 0.00000, 0.03384, 0.00000, 0.05159
361.43131, 0.00000, 0.03387, 0.00000, 0.05160
361.64404, 0.00000, 0.03390, 0.00000, 0.05160
361.85677, 0.00000, 0.03393, 0.00000, 0.05160
362.06950, 0.00000, 0.03396, 0.00000, 0.05160
362.28223, 0.00000, 0.03399, 0.00000, 0.05160
362.49497, 0.00000, 0.03402, 0.00000, 0.05160
362.70770, 0.00000, 0.03405, 0.00000, 0.05160
362.92043, 0.00000, 0.03408, 0.00000, 0.05160
363.13316, 0.00000, 0.03411, 0.00000, 0.05160
363.34589, 0.00000, 0.03321, 0.00000, 0.05137
363.55862, 0.00000, 0.03324, 0.00000, 0.05137
363.77136, 0.00000, 0.03327, 0.00000, 0.05137
363.98409, 0.00000, 0.03330, 0.00000, 0.05138
364.19682, 0.00000, 0.03333, 0.00000, 0.05044
364.40955, 0.00000, 0.03336, 0.00000, 0.05044
364.62228, 0.00000, 0.03339, 0.00000, 0.05044
364.83502, 0.00000, 0.03342, 0.00000, 0.05045
365.04775, 0.00000, 0.03345, 0.00000, 0.05014
365.26048, 0.00000, 0.03255, 0.00000, 0.05014
365.47321, 0.00000, 0.03258, 0.00000, 0.05014
365.68594, 0.00000, 0.03261, 0.00000, 0.04867
365.89867, 0.00000, 0.03264, 0.00000, 0.04889
366.11141, 0.00000, 0.03267, 0.00000, 0.04910
366.32414, 0.00000, 0.03270, 0.00000, 0.04910
366.53687, 0.00000, 0.03273, 0.00000, 0.04888
366.74960, 0.00000, 0.03276, 0.00000, 0.04888
366.96233, 0.00000, 0.03279, 0.00000, 0.04888
367.17507, 0.00000, 0.03282, 0.00000, 0.04910
367.38780, 0.00000, 0.03285, 0.00000, 0.04910
367.60053, 0.00000, 0.03288, 0.00000, 0.04932
367.81326, 0.00000, 0.03291, 0.00000, 0.04931
368.02599, 0.00000, 0.03294, 0.00000, 0.04931
368.23872, 0.00000, 0.03297, 0.00000, 0.04888
368.45146, 0.00000, 0.03300, 0.00000, 0.04888
368.66419, 0.00000, 0.03303, 0.00000, 0.04888
368.87692, 0.00000, 0.03306, 0.00000, 0.04888
369.08965, 0.00000, 0.03309, 0.00000, 0.04888
369.30238, 0.00000, 0.03312, 0.00000, 0.04888
369.51511, 0.00000, 0.03315, 0.00000, 0.04888
369.72785, 0.00000, 0.03223, 0.00000, 0.04857
369.94058, 0.00000, 0.03226, 0.00000, 0.04844
370.15331, 0.00000, 0.03229, 0.00000, 0.04844
370.36604, 0.00000, 0.03232, 0.00000, 0.04844
370.57877, 0.00000, 0.03235, 0.00000, 0.04844
370.79151, 0.00000, 0.03238, 0.00000, 0.04866
371.00424, 0.00000, 0.03241, 0.00000, 0.05158
371.21697, 0.00000, 0.03244, 0.00000, 0.05027
371.42970, 0.00000, 0.03247, 0.00000, 0.05046
371.64243, 0.00000, 0.03250, 0.00000, 0.05047
371.85516, 0.00000, 0.03253, 0.00000, 0.04963
372.06790, 0.00000, 0.03256, 0.00000, 0.04983
372.28063, 0.00000, 0.03259, 0.00000, 0.05002
372.49336, 0.00000, 0.03262, 0.00000, 0.05002
372.70609, 0.00000, 0.03265, 0.00000, 0.05022
372.91882, 0.00000, 0.03268, 0.00000, 0.05002
373.13156, 0.00000, 0.03271, 0.00000, 0.04982
373.34429, 0.00000, 0.03274, 0.00000, 0.05002
373.55702, 0.00000, 0.03277, 0.00000, 0.05002
373.76975, 0.00000, 0.03184, 0.00000, 0.04982
373.98248, 0.00000, 0.03187, 0.00000, 0.04982
374.19521, 0.00000, 0.03189, 0.00000, 0.04982
374.40795, 0.00000, 0.03192, 0.00000, 0.04962
374.62068, 0.00000, 0.03195, 0.00000, 0.04962
374.83341, 0.00000, 0.03198, 0.00000, 0.04982
375.04614, 0.00000, 0.03202, 0.00000, 0.04982
375.25887, 0.00000, 0.03205, 0.00000, 0.04982
375.47160, 0.00000, 0.03208, 0.00000, 0.04982
375.68434, 0.00000, 0.03211, 0.00000, 0.04982
375.89707, 0.00000, 0.03214, 0.00000, 0.05002
376.10980, 0.00000, 0.03217, 0.00000, 0.05002
376.32253, 0.00000, 0.03220, 0.00000, 0.05002
376.53526, 0.00000, 0.03223, 0.00000, 0.04974
376.74800, 0.00000, 0.03226, 0.00000, 0.04842
376.96073, 0.00000, 0.03229, 0.00000, 0.04822
377.17346, 0.00000, 0.03232, 0.00000, 0.04822
377.38619, 0.00000, 0.03235, 0.00000, 0.04822
377.59892, 0.00000, 0.03238, 0.00000, 0.04822
377.81165, 0.00000, 0.03241, 0.00000, 0.04803
378.02439, 0.00000, 0.03244, 0.00000, 0.04822
378.23712, 0.00000, 0.03247, 0.00000, 0.04841
378.44985, 0.00000, 0.03250, 0.00000, 0.04842
378.66258, 0.00000, 0.03254, 0.00000, 0.04842
378.87531, 0.00000, 0.03257, 0.00000, 0.04861
379.08805, 0.00000, 0.03260, 0.00000, 0.04861
379.30078, 0.00000, 0.03263, 0.00000, 0.04880
379.51351, 0.00000, 0.03266, 0.00000, 0.04880
379.72624, 0.00000, 0.03269, 0.00000, 0.04881
379.93897, 0.00000, 0.03272, 0.00000, 0.04881
380.15170, 0.00000, 0.03276, 0.00000, 0.04881
380.36444, 0.00000, 0.03279, 0.00000, 0.04881
380.57717, 0.00000, 0.03282, 0.00000, 0.04881
380.78990, 0.00000, 0.03285, 0.00000, 0.04880
381.00263, 0.00000, 0.03288, 0.00000, 0.04900
381.21536, 0.00000, 0.03191, 0.00000, 0.04900
381.42809, 0.00000, 0.03195, 0.00000, 0.04900
381.64083, 0.00000, 0.03198, 0.00000, 0.04881
381.85356, 0.00000, 0.03201, 0.00000, 0.04881
382.06629, 0.00000, 0.03204, 0.00000, 0.04880
382.27902, 0.00000, 0.03207, 0.00000, 0.04880
382.49175, 0.00000, 0.03210, 0.00000, 0.04880
382.70449, 0.00000, 0.03213, 0.00000, 0.04880
382.91722, 0.00000, 0.03216, 0.00000, 0.04880
383.12995, 0.00000, 0.03220, 0.00000, 0.04866
383.34268, 0.00000, 0.03223, 0.00000, 0.04917
383.55541, 0.00000, 0.03226, 0.00000, 0.04897
383.76814, 0.00000, 0.03229, 0.00000, 0.05008
383.98088, 0.00000, 0.03131, 0.00000, 0.04950
384.19361, 0.00000, 0.03134, 0.00000, 0.04951
384.40634, 0.00000, 0.03137, 0.00000, 0.04924
384.61907, 0.00000, 0.03140, 0.00000, 0.04906
384.83180, 0.00000, 0.03143, 0.00000, 0.04906
385.04454, 0.00000, 0.03147, 0.00000, 0.04906
385.25727, 0.00000, 0.03150, 0.00000, 0.04906
385.47000, 0.00000, 0.03153, 0.00000, 0.04906
385.68273, 0.00000, 0.03156, 0.00000, 0.04887
385.89546, 0.00000, 0.03159, 0.00000, 0.04906
386.10819, 0.00000, 0.03162, 0.00000, 0.04925
386.32093, 0.00000, 0.03165, 0.00000, 0.04906
386.53366, 0.00000, 0.03168, 0.00000, 0.04906
386.74639, 0.00000, 0.03171, 0.00000, 0.04906
386.95912, 0.00000, 0.03175, 0.00000, 0.04906
387.17185, 0.00000, 0.03178, 0.00000, 0.04906
387.38458, 0.00000, 0.03181, 0.00000, 0.04906
387.59732, 0.00000, 0.03184, 0.00000, 0.04906
387.81005, 0.00000, 0.03187, 0.00000, 0.04969
388.02278, 0.00000, 0.03190, 0.00000, 0.04988
388.23551, 0.00000, 0.03194, 0.00000, 0.05007
388.44824, 0.00000, 0.03197, 0.00000, 0.05007
388.66098, 0.00000, 0.03200, 0.00000, 0.05006
388.87371, 0.00000, 0.03100, 0.00000, 0.04924
389.08644, 0.00000, 0.03103, 0.00000, 0.04796
389.29917, 0.00000, 0.03106, 0.00000, 0.04778
389.51190, 0.00000, 0.03109, 0.00000, 0.04778
389.72463, 0.00000, 0.03112, 0.00000, 0.04777
389.93737, 0.00000, 0.03116, 0.00000, 0.04796
390.15010, 0.00000, 0.03015, 0.00000, 0.04795
390.36283, 0.00000, 0.03018, 0.00000, 0.04814
390.57556, 0.00000, 0.03021, 0.00000, 0.04814
390.78829, 0.00000, 0.03024, 0.00000, 0.04814
391.00103, 0.00000, 0.03027, 0.00000, 0.04813
391.21376, 0.00000, 0.03030, 0.00000, 0.04813
391.42649, 0.00000, 0.03033, 0.00000, 0.04814
391.63922, 0.00000, 0.03036, 0.00000, 0.04814
391.85195, 0.00000, 0.02935, 0.00000, 0.04814
392.06468, 0.00000, 0.02938, 0.00000, 0.04833
392.27742, 0.00000, 0.02941, 0.00000, 0.04815
392.49015, 0.00000, 0.02944, 0.00000, 0.04814
392.70288, 0.00000, 0.02947, 0.00000, 0.04833
392.91561, 0.00000, 0.02950, 0.00000, 0.04833
393.12834, 0.00000, 0.02848, 0.00000, 0.04833
393.34108, 0.00000, 0.02851, 0.00000, 0.04852
393.55381, 0.00000, 0.02854, 0.00000, 0.04691
393.76654, 0.00000, 0.02857, 0.00000, 0.04691
393.97927, 0.00000, 0.02860, 0.00000, 0.04609
394.19200, 0.00000, 0.02758, 0.00000, 0.04609
394.40473, 0.00000, 0.02761, 0.00000, 0.04609
394.61747, 0.00000, 0.02764, 0.00000, 0.04627
394.83020, 0.00000, 0.02766, 0.00000, 0.04627
395.04293, 0.00000, 0.02769, 0.00000, 0.04627
395.25566, 0.00000, 0.02772, 0.00000, 0.04600
395.46839, 0.00000, 0.02775, 0.00000, 0.04618
395.68112, 0.00000, 0.02778, 0.00000, 0.04618
395.89386, 0.00000, 0.02781, 0.00000, 0.04599
396.10659, 0.00000, 0.02784, 0.00000, 0.04581
396.31932, 0.00000, 0.02786, 0.00000, 0.04581
396.53205, 0.00000, 0.02789, 0.00000, 0.04564
396.74478, 0.00000, 0.02792, 0.00000, 0.04537
396.95752, 0.00000, 0.02795, 0.00000, 0.04537
397.17025, 0.00000, 0.02798, 0.00000, 0.04554
397.38298, 0.00000, 0.02801, 0.00000, 0.04572
397.59571, 0.00000, 0.02804, 0.00000, 0.04577
397.80844, 0.00000, 0.02807, 0.00000, 0.04578
398.02117, 0.00000, 0.02810, 0.00000, 0.04560
398.23391, 0.00000, 0.02813, 0.00000, 0.04561
398.44664, 0.00000, 0.02815, 0.00000, 0.04578
398.65937, 0.00000, 0.02818, 0.00000, 0.04578
398.87210, 0.00000, 0.02821, 0.00000, 0.04578
399.08483, 0.00000, 0.02824, 0.00000, 0.04578
399.29757, 0.00000, 0.02827, 0.00000, 0.04578
399.51030, 0.00000, 0.02830, 0.00000, 0.04496
399.72303, 0.00000, 0.02833, 0.00000, 0.04513
399.93576, 0.00000, 0.02836, 0.00000, 0.04477
400.14849, 0.00000, 0.02731, 0.00000, 0.04495
400.36122, 0.00000, 0.02734, 0.00000, 0.04495
400.57396, 0.00000, 0.02737, 0.00000, 0.04495
400.78669, 0.00000, 0.02740, 0.00000, 0.04467
400.99942, 0.00000, 0.02743, 0.00000, 0.04450
401.21215, 0.00000, 0.02746, 0.00000, 0.04368
401.42488, 0.00000, 0.02748, 0.00000, 0.04286
401.63761, 0.00000, 0.02643, 0.00000, 0.04286
401.85035, 0.00000, 0.02646, 0.00000, 0.04283
402.06308, 0.00000, 0.02648, 0.00000, 0.04203
402.27581, 0.00000, 0.02651, 0.00000, 0.04080
402.48854, 0.00000, 0.02545, 0.00000, 0.04080
402.70127, 0.00000, 0.02548, 0.00000, 0.04095
402.91401, 0.00000, 0.02550, 0.00000, 0.04111
403.12674, 0.00000, 0.02553, 0.00000, 0.04126
403.33947, 0.00000, 0.02556, 0.00000, 0.04127
403.55220, 0.00000, 0.02449, 0.00000, 0.04127
403.76493, 0.00000, 0.02452, 0.00000, 0.04046
403.97766, 0.00000, 0.02455, 0.00000, 0.04046
404.19040, 0.00000, 0.02457, 0.00000, 0.04062
404.40313, 0.00000, 0.02460, 0.00000, 0.04063
404.61586, 0.00000, 0.02463, 0.00000, 0.04078
404.82859, 0.00000, 0.02465, 0.00000, 0.04063
405.04132, 0.00000, 0.02468, 0.00000, 0.04063
405.25406, 0.00000, 0.02470, 0.00000, 0.04047
405.46679, 0.00000, 0.02473, 0.00000, 0.04061
405.67952, 0.00000, 0.02476, 0.00000, 0.04060
405.89225, 0.00000, 0.02368, 0.00000, 0.04075
406.10498, 0.00000, 0.02371, 0.00000, 0.04090
406.31771, 0.00000, 0.02373, 0.00000, 0.04105
406.53045, 0.00000, 0.02376, 0.00000, 0.04120
406.74318, 0.00000, 0.02378, 0.00000, 0.04120
406.95591, 0.00000, 0.02381, 0.00000, 0.04136
407.16864, 0.00000, 0.02384, 0.00000, 0.04121
407.38137, 0.00000, 0.02386, 0.00000, 0.04136
