 , degree, betweeness, closeness, random
99.98394, 0.07406, 0.44809, 0.10276, 0.07061
100.19667, 0.07386, 0.44584, 0.10223, 0.07060
100.40940, 0.07385, 0.44360, 0.10170, 0.07060
100.62214, 0.07345, 0.44136, 0.10166, 0.06577
100.83487, 0.07305, 0.43914, 0.10113, 0.06577
101.04760, 0.07287, 0.43692, 0.10061, 0.06577
101.26033, 0.07247, 0.43472, 0.10009, 0.07519
101.47306, 0.07207, 0.43253, 0.09984, 0.07398
101.68579, 0.07174, 0.43034, 0.09932, 0.07398
101.89853, 0.07152, 0.42817, 0.09881, 0.07398
102.11126, 0.07120, 0.42601, 0.09830, 0.07095
102.32399, 0.07099, 0.42385, 0.09779, 0.07096
102.53672, 0.07087, 0.42354, 0.09728, 0.07096
102.74945, 0.07078, 0.42139, 0.09704, 0.07096
102.96219, 0.07046, 0.41926, 0.09701, 0.07096
103.17492, 0.07025, 0.41714, 0.09651, 0.07096
103.38765, 0.07018, 0.41502, 0.09601, 0.07097
103.60038, 0.07011, 0.41292, 0.09551, 0.07097
103.81311, 0.06979, 0.41082, 0.09501, 0.07097
104.02584, 0.06958, 0.40874, 0.09452, 0.07097
104.23858, 0.06936, 0.40666, 0.09403, 0.07097
104.45131, 0.06940, 0.40459, 0.09354, 0.07097
104.66404, 0.06944, 0.40254, 0.09305, 0.07098
104.87677, 0.06912, 0.40049, 0.09257, 0.07098
105.08950, 0.06913, 0.39845, 0.09209, 0.06956
105.30223, 0.06902, 0.39641, 0.09161, 0.06956
105.51497, 0.06881, 0.39439, 0.09113, 0.06957
105.72770, 0.06890, 0.39238, 0.09066, 0.06956
105.94043, 0.06858, 0.39037, 0.09018, 0.06956
106.15316, 0.06836, 0.38838, 0.08971, 0.06941
106.36589, 0.06844, 0.38639, 0.08949, 0.06942
106.57863, 0.06822, 0.38441, 0.08902, 0.06942
106.79136, 0.06814, 0.38244, 0.08856, 0.06942
107.00409, 0.06793, 0.38048, 0.08834, 0.06942
107.21682, 0.06772, 0.37852, 0.08788, 0.06942
107.42955, 0.06752, 0.37658, 0.08742, 0.06940
107.64228, 0.06743, 0.37464, 0.08696, 0.06805
107.85502, 0.06722, 0.37271, 0.08651, 0.06805
108.06775, 0.06691, 0.37079, 0.08605, 0.06805
108.28048, 0.06681, 0.36888, 0.08560, 0.06805
108.49321, 0.06650, 0.36697, 0.08515, 0.06805
108.70594, 0.06619, 0.36507, 0.08471, 0.06805
108.91868, 0.06599, 0.36319, 0.08450, 0.06805
109.13141, 0.06568, 0.36131, 0.08406, 0.06805
109.34414, 0.06538, 0.35943, 0.08408, 0.06806
109.55687, 0.06517, 0.35757, 0.08364, 0.06805
109.76960, 0.06497, 0.35571, 0.08320, 0.06805
109.98233, 0.06467, 0.35386, 0.08276, 0.06805
110.19507, 0.06450, 0.35202, 0.08233, 0.06805
110.40780, 0.06429, 0.35018, 0.08231, 0.06805
110.62053, 0.06411, 0.34836, 0.08188, 0.06805
110.83326, 0.06390, 0.34654, 0.08144, 0.06806
111.04599, 0.06369, 0.34473, 0.08101, 0.06806
111.25872, 0.06368, 0.34292, 0.08059, 0.06942
111.47146, 0.06351, 0.34113, 0.08016, 0.06942
111.68419, 0.06338, 0.33934, 0.08006, 0.06942
111.89692, 0.06319, 0.33755, 0.08005, 0.06943
112.10965, 0.06299, 0.33578, 0.08007, 0.06943
112.32238, 0.06278, 0.33401, 0.07995, 0.06943
112.53512, 0.06259, 0.33225, 0.07995, 0.06943
112.74785, 0.06250, 0.33050, 0.07983, 0.06943
112.96058, 0.06230, 0.32875, 0.07981, 0.07223
113.17331, 0.06201, 0.32701, 0.07969, 0.07222
113.38604, 0.06181, 0.32528, 0.07968, 0.07222
113.59877, 0.06152, 0.32355, 0.07966, 0.07222
113.81151, 0.06143, 0.32184, 0.07966, 0.07222
114.02424, 0.06123, 0.32012, 0.07966, 0.07222
114.23697, 0.06094, 0.31842, 0.07966, 0.07222
114.44970, 0.06075, 0.31812, 0.07954, 0.07222
114.66243, 0.06046, 0.31717, 0.07954, 0.07222
114.87517, 0.06017, 0.31621, 0.07954, 0.07222
115.08790, 0.05998, 0.31526, 0.07954, 0.07222
115.30063, 0.05979, 0.31432, 0.07954, 0.07223
115.51336, 0.05951, 0.31337, 0.07954, 0.07223
115.72609, 0.05932, 0.31243, 0.07954, 0.07223
115.93882, 0.05925, 0.31198, 0.07955, 0.07223
116.15156, 0.05896, 0.31154, 0.07955, 0.07223
116.36429, 0.05868, 0.31109, 0.07955, 0.07223
116.57702, 0.05839, 0.31088, 0.07955, 0.07223
116.78975, 0.05811, 0.31068, 0.07955, 0.07221
117.00248, 0.05783, 0.31048, 0.07955, 0.07222
117.21521, 0.05755, 0.31055, 0.07956, 0.07222
117.42795, 0.05757, 0.30988, 0.07935, 0.07222
117.64068, 0.05739, 0.30996, 0.07935, 0.07222
117.85341, 0.05745, 0.30929, 0.07936, 0.06348
118.06614, 0.05726, 0.30891, 0.07936, 0.06347
118.27887, 0.05699, 0.30853, 0.07931, 0.06469
118.49161, 0.05707, 0.30715, 0.07925, 0.06469
118.70434, 0.05708, 0.30577, 0.07919, 0.06469
118.91707, 0.05689, 0.30439, 0.07917, 0.06469
119.12980, 0.05671, 0.30302, 0.07914, 0.06469
119.34253, 0.05662, 0.30165, 0.07909, 0.06469
119.55526, 0.05663, 0.30028, 0.07899, 0.06469
119.76800, 0.05645, 0.29892, 0.07900, 0.06469
119.98073, 0.05647, 0.29756, 0.07877, 0.06469
120.19346, 0.05640, 0.29620, 0.07868, 0.06469
120.40619, 0.05641, 0.29485, 0.07858, 0.06469
120.61892, 0.05624, 0.29493, 0.07835, 0.06469
120.83166, 0.05606, 0.29333, 0.07825, 0.06469
121.04439, 0.05588, 0.29199, 0.07827, 0.06469
121.25712, 0.05589, 0.29064, 0.07804, 0.06469
121.46985, 0.05562, 0.28931, 0.07781, 0.06470
121.68258, 0.05535, 0.28797, 0.07758, 0.06470
121.89531, 0.05507, 0.28664, 0.07735, 0.06227
122.10805, 0.05490, 0.28531, 0.07736, 0.06227
122.32078, 0.05463, 0.28399, 0.07727, 0.06227
122.53351, 0.05456, 0.28267, 0.07722, 0.06227
122.74624, 0.05429, 0.28135, 0.07699, 0.06227
122.95897, 0.05411, 0.28004, 0.07689, 0.06228
123.17170, 0.05393, 0.27873, 0.07667, 0.06228
123.38444, 0.05394, 0.27742, 0.07657, 0.06228
123.59717, 0.05367, 0.27612, 0.07647, 0.06228
123.80990, 0.05341, 0.27482, 0.07624, 0.06229
124.02263, 0.05314, 0.27352, 0.07622, 0.06228
124.23536, 0.05287, 0.27223, 0.07619, 0.06229
124.44810, 0.05261, 0.27094, 0.07597, 0.06229
124.66083, 0.05244, 0.26965, 0.07575, 0.06229
124.87356, 0.05218, 0.26836, 0.07552, 0.06229
125.08629, 0.05191, 0.26708, 0.07550, 0.06230
125.29902, 0.05193, 0.26581, 0.07518, 0.06230
125.51175, 0.05176, 0.26453, 0.07485, 0.06231
125.72449, 0.05150, 0.26326, 0.07453, 0.06231
125.93722, 0.05124, 0.26199, 0.07420, 0.06231
126.14995, 0.05098, 0.26073, 0.07388, 0.06231
126.36268, 0.05072, 0.25946, 0.07356, 0.06231
126.57541, 0.05055, 0.25955, 0.07324, 0.06230
126.78815, 0.05039, 0.25807, 0.07292, 0.06229
127.00088, 0.05032, 0.25681, 0.07260, 0.06229
127.21361, 0.05034, 0.25556, 0.07229, 0.06229
127.42634, 0.05017, 0.25431, 0.07197, 0.06229
127.63907, 0.05000, 0.25307, 0.07165, 0.06229
127.85180, 0.04975, 0.25182, 0.07134, 0.06229
128.06454, 0.04949, 0.25058, 0.07103, 0.06228
128.27727, 0.04923, 0.24935, 0.07071, 0.06228
128.49000, 0.04907, 0.24812, 0.07040, 0.06228
128.70273, 0.04889, 0.24689, 0.07009, 0.06115
128.91546, 0.04884, 0.24566, 0.06978, 0.06115
129.12819, 0.04886, 0.24443, 0.06947, 0.06115
129.34093, 0.04861, 0.24321, 0.06916, 0.06115
129.55366, 0.04836, 0.24200, 0.06885, 0.06113
129.76639, 0.04810, 0.24078, 0.06855, 0.06113
129.97912, 0.04794, 0.23957, 0.06824, 0.06114
130.19185, 0.04769, 0.23836, 0.06793, 0.06113
130.40459, 0.04749, 0.23715, 0.06763, 0.06113
130.61732, 0.04729, 0.23595, 0.06732, 0.06113
130.83005, 0.04709, 0.23475, 0.06702, 0.06113
131.04278, 0.04698, 0.23420, 0.06672, 0.06113
131.25551, 0.04686, 0.23365, 0.06642, 0.06113
131.46824, 0.04686, 0.23368, 0.06612, 0.06113
131.68098, 0.04675, 0.23376, 0.06582, 0.06113
131.89371, 0.04664, 0.23236, 0.06552, 0.06113
132.10644, 0.04644, 0.23182, 0.06522, 0.06114
132.31917, 0.04641, 0.23194, 0.06492, 0.06114
132.53190, 0.04641, 0.23180, 0.06463, 0.06114
132.74464, 0.04641, 0.23125, 0.06458, 0.06114
132.95737, 0.04621, 0.23071, 0.06429, 0.06114
133.17010, 0.04621, 0.23017, 0.06399, 0.06113
133.38283, 0.04621, 0.22963, 0.06370, 0.06113
133.59556, 0.04601, 0.22908, 0.06340, 0.06004
133.80829, 0.04582, 0.22854, 0.06311, 0.05877
134.02103, 0.04579, 0.22800, 0.06282, 0.05877
134.23376, 0.04559, 0.22746, 0.06253, 0.05774
134.44649, 0.04539, 0.22692, 0.06224, 0.05775
134.65922, 0.04520, 0.22639, 0.06195, 0.05775
134.87195, 0.04520, 0.22585, 0.06166, 0.05778
135.08469, 0.04520, 0.22531, 0.06137, 0.05778
135.29742, 0.04520, 0.22477, 0.06140, 0.05778
135.51015, 0.04500, 0.22424, 0.06136, 0.05778
135.72288, 0.04489, 0.22370, 0.06132, 0.05778
135.93561, 0.04469, 0.22317, 0.06128, 0.05778
136.14834, 0.04449, 0.22264, 0.06124, 0.05778
136.36108, 0.04430, 0.22270, 0.06120, 0.05582
136.57381, 0.04410, 0.22153, 0.06116, 0.05582
136.78654, 0.04391, 0.22159, 0.06112, 0.05404
136.99927, 0.04391, 0.22043, 0.06108, 0.05403
137.21200, 0.04391, 0.21950, 0.06104, 0.05403
137.42473, 0.04371, 0.21857, 0.06104, 0.05403
137.63747, 0.04371, 0.21764, 0.06091, 0.05403
137.85020, 0.04371, 0.21672, 0.06078, 0.05403
138.06293, 0.04360, 0.21579, 0.06078, 0.05402
138.27566, 0.04341, 0.21487, 0.06078, 0.05403
138.48839, 0.04341, 0.21395, 0.06078, 0.05402
138.70113, 0.04343, 0.21302, 0.06078, 0.05402
138.91386, 0.04343, 0.21210, 0.06078, 0.05402
139.12659, 0.04324, 0.21118, 0.06078, 0.05657
139.33932, 0.04324, 0.21027, 0.06078, 0.05657
139.55205, 0.04324, 0.20935, 0.06078, 0.05509
139.76478, 0.04304, 0.20843, 0.06078, 0.05509
139.97752, 0.04285, 0.20752, 0.06078, 0.05510
140.19025, 0.04266, 0.20660, 0.06065, 0.05511
140.40298, 0.04263, 0.20569, 0.06065, 0.05425
140.61571, 0.04252, 0.20478, 0.06065, 0.05343
140.82844, 0.04233, 0.20387, 0.06065, 0.05343
141.04118, 0.04213, 0.20296, 0.06065, 0.05342
141.25391, 0.04194, 0.20205, 0.06065, 0.05343
141.46664, 0.04192, 0.20114, 0.06065, 0.05342
141.67937, 0.04192, 0.20024, 0.06065, 0.05342
141.89210, 0.04192, 0.19933, 0.06065, 0.05343
142.10483, 0.04172, 0.19843, 0.06065, 0.05686
142.31757, 0.04153, 0.19752, 0.06065, 0.05686
142.53030, 0.04134, 0.19662, 0.06065, 0.05603
142.74303, 0.04134, 0.19572, 0.06065, 0.05603
142.95576, 0.04115, 0.19482, 0.06052, 0.05603
143.16849, 0.04096, 0.19392, 0.06052, 0.05603
143.38122, 0.04096, 0.19302, 0.06052, 0.05603
143.59396, 0.04077, 0.19213, 0.06039, 0.05603
143.80669, 0.04066, 0.19123, 0.06026, 0.05603
144.01942, 0.04047, 0.19034, 0.06013, 0.05603
144.23215, 0.04028, 0.18944, 0.06013, 0.05603
144.44488, 0.04017, 0.18855, 0.06000, 0.05603
144.65762, 0.04017, 0.18766, 0.06000, 0.05603
144.87035, 0.04006, 0.18677, 0.05987, 0.05603
145.08308, 0.03995, 0.18588, 0.05974, 0.05603
145.29581, 0.03976, 0.18499, 0.05974, 0.05604
145.50854, 0.03974, 0.18410, 0.05961, 0.05604
145.72127, 0.03955, 0.18322, 0.05948, 0.05604
145.93401, 0.03936, 0.18233, 0.05948, 0.05604
146.14674, 0.03936, 0.18145, 0.05948, 0.05604
146.35947, 0.03917, 0.18056, 0.05935, 0.05604
146.57220, 0.03915, 0.17968, 0.05935, 0.05688
146.78493, 0.03904, 0.17880, 0.05922, 0.05687
146.99767, 0.03886, 0.17792, 0.05909, 0.05774
147.21040, 0.03875, 0.17704, 0.05896, 0.05774
147.42313, 0.03856, 0.17616, 0.05896, 0.05687
147.63586, 0.03837, 0.17529, 0.05883, 0.05687
147.84859, 0.03827, 0.17441, 0.05883, 0.05687
148.06132, 0.03808, 0.17353, 0.05871, 0.05687
148.27406, 0.03789, 0.17266, 0.05849, 0.05687
148.48679, 0.03771, 0.17179, 0.05827, 0.05687
148.69952, 0.03760, 0.17092, 0.05805, 0.05687
148.91225, 0.03750, 0.17004, 0.05783, 0.05687
149.12498, 0.03731, 0.16917, 0.05761, 0.05602
149.33771, 0.03712, 0.16831, 0.05740, 0.05601
149.55045, 0.03694, 0.16744, 0.05718, 0.05602
149.76318, 0.03675, 0.16657, 0.05696, 0.05602
149.97591, 0.03673, 0.16570, 0.05675, 0.05601
150.18864, 0.03671, 0.16484, 0.05653, 0.05602
150.40137, 0.03652, 0.16398, 0.05631, 0.05602
150.61411, 0.03634, 0.16311, 0.05610, 0.05602
150.82684, 0.03615, 0.16225, 0.05588, 0.05602
151.03957, 0.03615, 0.16139, 0.05567, 0.05602
151.25230, 0.03597, 0.16053, 0.05545, 0.05603
151.46503, 0.03597, 0.15967, 0.05524, 0.05827
151.67776, 0.03578, 0.15881, 0.05502, 0.05827
151.89050, 0.03568, 0.15796, 0.05481, 0.05827
152.10323, 0.03550, 0.15710, 0.05459, 0.05913
152.31596, 0.03531, 0.15624, 0.05438, 0.05912
152.52869, 0.03513, 0.15539, 0.05417, 0.05912
152.74142, 0.03494, 0.15454, 0.05395, 0.05912
152.95416, 0.03476, 0.15368, 0.05374, 0.05912
153.16689, 0.03458, 0.15283, 0.05353, 0.05912
153.37962, 0.03439, 0.15198, 0.05332, 0.05827
153.59235, 0.03421, 0.15113, 0.05310, 0.05827
153.80508, 0.03403, 0.15029, 0.05289, 0.05826
154.01781, 0.03393, 0.14944, 0.05268, 0.05827
154.23055, 0.03375, 0.14859, 0.05247, 0.05827
154.44328, 0.03356, 0.14775, 0.05226, 0.05827
154.65601, 0.03338, 0.14690, 0.05205, 0.05827
154.86874, 0.03338, 0.14606, 0.05184, 0.05827
155.08147, 0.03320, 0.14522, 0.05163, 0.05827
155.29420, 0.03320, 0.14437, 0.05142, 0.05827
155.50694, 0.03310, 0.14353, 0.05121, 0.05913
155.71967, 0.03292, 0.14269, 0.05100, 0.05913
155.93240, 0.03274, 0.14186, 0.05079, 0.05915
156.14513, 0.03256, 0.14102, 0.05058, 0.05916
156.35786, 0.03238, 0.14018, 0.05037, 0.05916
156.57060, 0.03220, 0.13935, 0.05016, 0.06138
156.78333, 0.03202, 0.13851, 0.04996, 0.06137
156.99606, 0.03183, 0.13768, 0.04975, 0.05964
157.20879, 0.03166, 0.13684, 0.04954, 0.05964
157.42152, 0.03148, 0.13601, 0.04933, 0.05965
157.63425, 0.03130, 0.13518, 0.04913, 0.05966
157.84699, 0.03112, 0.13435, 0.04892, 0.05966
158.05972, 0.03102, 0.13352, 0.04871, 0.05966
158.27245, 0.03084, 0.13269, 0.04851, 0.05966
158.48518, 0.03066, 0.13187, 0.04830, 0.05966
158.69791, 0.03048, 0.13104, 0.04809, 0.05966
158.91065, 0.03030, 0.13021, 0.04789, 0.05966
159.12338, 0.03013, 0.12939, 0.04768, 0.05966
159.33611, 0.02995, 0.12857, 0.04748, 0.05966
159.54884, 0.02977, 0.12774, 0.04727, 0.05966
159.76157, 0.02959, 0.12692, 0.04707, 0.05883
159.97430, 0.02942, 0.12610, 0.04686, 0.06237
160.18704, 0.02924, 0.12528, 0.04666, 0.06237
160.39977, 0.02906, 0.12446, 0.04646, 0.06237
160.61250, 0.02906, 0.12364, 0.04625, 0.06237
160.82523, 0.02889, 0.12283, 0.04605, 0.06237
161.03796, 0.02879, 0.12201, 0.04585, 0.06237
161.25069, 0.02861, 0.12120, 0.04564, 0.05770
161.46343, 0.02844, 0.12038, 0.04544, 0.05849
161.67616, 0.02834, 0.11957, 0.04524, 0.05770
161.88889, 0.02816, 0.11875, 0.04504, 0.05770
162.10162, 0.02799, 0.11794, 0.04484, 0.05770
162.31435, 0.02799, 0.11713, 0.04463, 0.05693
162.52709, 0.02799, 0.11632, 0.04443, 0.05692
162.73982, 0.02781, 0.11551, 0.04423, 0.05692
162.95255, 0.02764, 0.11471, 0.04403, 0.05692
163.16528, 0.02746, 0.11390, 0.04383, 0.05692
163.37801, 0.02729, 0.11309, 0.04363, 0.05692
163.59074, 0.02711, 0.11229, 0.04343, 0.05542
163.80348, 0.02694, 0.11148, 0.04323, 0.05542
164.01621, 0.02685, 0.11068, 0.04303, 0.05907
164.22894, 0.02667, 0.10988, 0.04283, 0.05907
164.44167, 0.02650, 0.10907, 0.04263, 0.05908
164.65440, 0.02632, 0.10827, 0.04243, 0.05908
164.86714, 0.02615, 0.10747, 0.04224, 0.05908
165.07987, 0.02598, 0.10667, 0.04204, 0.05908
165.29260, 0.02580, 0.10588, 0.04184, 0.05908
165.50533, 0.02563, 0.10508, 0.04164, 0.05908
165.71806, 0.02546, 0.10428, 0.04144, 0.05908
165.93079, 0.02536, 0.10349, 0.04125, 0.05908
166.14353, 0.02527, 0.10269, 0.04105, 0.05908
166.35626, 0.02510, 0.10190, 0.04085, 0.05909
166.56899, 0.02493, 0.10110, 0.04066, 0.05909
166.78172, 0.02476, 0.10031, 0.04046, 0.05909
166.99445, 0.02458, 0.09952, 0.04026, 0.05909
167.20718, 0.02457, 0.09873, 0.04007, 0.05909
167.41992, 0.02440, 0.09794, 0.03987, 0.05761
167.63265, 0.02423, 0.09715, 0.03968, 0.05761
167.84538, 0.02406, 0.09637, 0.03948, 0.06242
168.05811, 0.02389, 0.09558, 0.03929, 0.06242
168.27084, 0.02372, 0.09479, 0.03909, 0.06241
168.48358, 0.02355, 0.09401, 0.03890, 0.06241
168.69631, 0.02337, 0.09322, 0.03870, 0.06241
168.90904, 0.02320, 0.09244, 0.03851, 0.06241
169.12177, 0.02304, 0.09166, 0.03831, 0.06241
169.33450, 0.02304, 0.09088, 0.03812, 0.06529
169.54723, 0.02287, 0.09010, 0.03793, 0.06608
169.75997, 0.02270, 0.08932, 0.03773, 0.06607
169.97270, 0.02253, 0.08854, 0.03754, 0.06608
170.18543, 0.02236, 0.08776, 0.03735, 0.06607
170.39816, 0.02219, 0.08698, 0.03716, 0.06607
170.61089, 0.02202, 0.08620, 0.03696, 0.06607
170.82363, 0.02193, 0.08543, 0.03677, 0.06607
171.03636, 0.02176, 0.08465, 0.03658, 0.06452
171.24909, 0.02159, 0.08388, 0.03639, 0.06451
171.46182, 0.02143, 0.08311, 0.03620, 0.06452
171.67455, 0.02126, 0.08233, 0.03601, 0.06452
171.88728, 0.02109, 0.08156, 0.03582, 0.06451
172.10002, 0.02092, 0.08079, 0.03562, 0.06451
172.31275, 0.02076, 0.08002, 0.03543, 0.06451
172.52548, 0.02059, 0.07925, 0.03524, 0.06451
172.73821, 0.02042, 0.07848, 0.03505, 0.06451
172.95094, 0.02025, 0.07772, 0.03486, 0.06451
173.16367, 0.02009, 0.07695, 0.03467, 0.06451
173.37641, 0.01992, 0.07619, 0.03449, 0.06452
173.58914, 0.01976, 0.07542, 0.03430, 0.06452
173.80187, 0.01959, 0.07466, 0.03411, 0.06452
174.01460, 0.01942, 0.07389, 0.03392, 0.06452
174.22733, 0.01934, 0.07313, 0.03373, 0.06452
174.44007, 0.01934, 0.07237, 0.03354, 0.06452
174.65280, 0.01917, 0.07161, 0.03335, 0.06452
174.86553, 0.01900, 0.07085, 0.03317, 0.06453
175.07826, 0.01884, 0.07009, 0.03298, 0.06453
175.29099, 0.01875, 0.06933, 0.03279, 0.06453
175.50372, 0.01859, 0.06857, 0.03261, 0.06452
175.71646, 0.01842, 0.06857, 0.03242, 0.06452
175.92919, 0.01826, 0.06782, 0.03223, 0.06452
176.14192, 0.01809, 0.06782, 0.03205, 0.06452
176.35465, 0.01793, 0.06706, 0.03186, 0.06452
176.56738, 0.01777, 0.06706, 0.03167, 0.06451
176.78012, 0.01760, 0.06631, 0.03149, 0.06451
176.99285, 0.01744, 0.06631, 0.03130, 0.06451
177.20558, 0.01728, 0.06555, 0.03112, 0.06451
177.41831, 0.01711, 0.06555, 0.03093, 0.06451
177.63104, 0.01695, 0.06480, 0.03075, 0.06451
177.84377, 0.01679, 0.06480, 0.03056, 0.06451
178.05651, 0.01662, 0.06405, 0.03038, 0.06450
178.26924, 0.01646, 0.06405, 0.03019, 0.06450
178.48197, 0.01630, 0.06330, 0.03001, 0.06450
178.69470, 0.01614, 0.06330, 0.02983, 0.06450
178.90743, 0.01597, 0.06254, 0.02964, 0.06449
179.12017, 0.01581, 0.06254, 0.02946, 0.06449
179.33290, 0.01565, 0.06179, 0.02928, 0.06449
179.54563, 0.01549, 0.06179, 0.02909, 0.06449
179.75836, 0.01533, 0.06105, 0.02891, 0.06449
179.97109, 0.01517, 0.06105, 0.02873, 0.06972
180.18382, 0.01501, 0.06030, 0.02855, 0.06759
180.39656, 0.01485, 0.06030, 0.02836, 0.06759
180.60929, 0.01469, 0.05955, 0.02818, 0.06759
180.82202, 0.01453, 0.05955, 0.02800, 0.06759
181.03475, 0.01437, 0.05880, 0.02782, 0.06759
181.24748, 0.01420, 0.05880, 0.02764, 0.06759
181.46021, 0.01405, 0.05806, 0.02746, 0.06759
181.67295, 0.01389, 0.05806, 0.02728, 0.06759
181.88568, 0.01373, 0.05731, 0.02710, 0.06758
182.09841, 0.01357, 0.05731, 0.02692, 0.06758
182.31114, 0.01341, 0.05657, 0.02674, 0.06758
182.52387, 0.01325, 0.05657, 0.02656, 0.06758
182.73661, 0.01309, 0.05582, 0.02638, 0.06759
182.94934, 0.01293, 0.05582, 0.02620, 0.06758
183.16207, 0.01277, 0.05508, 0.02602, 0.06758
183.37480, 0.01261, 0.05508, 0.02584, 0.06759
183.58753, 0.01246, 0.05434, 0.02566, 0.06759
183.80026, 0.01230, 0.05434, 0.02548, 0.06836
184.01300, 0.01214, 0.05360, 0.02530, 0.06836
184.22573, 0.01198, 0.05360, 0.02512, 0.07079
184.43846, 0.01182, 0.05286, 0.02495, 0.06848
184.65119, 0.01167, 0.05286, 0.02477, 0.06848
184.86392, 0.01151, 0.05212, 0.02459, 0.06848
185.07666, 0.01135, 0.05212, 0.02441, 0.06849
185.28939, 0.01120, 0.05138, 0.02424, 0.06849
185.50212, 0.01104, 0.05138, 0.02406, 0.06849
185.71485, 0.01088, 0.05064, 0.02388, 0.06703
185.92758, 0.01073, 0.05064, 0.02370, 0.06632
186.14031, 0.01057, 0.04990, 0.02353, 0.06632
186.35305, 0.01041, 0.04990, 0.02335, 0.06632
186.56578, 0.01026, 0.04917, 0.02318, 0.06632
186.77851, 0.01010, 0.04917, 0.02300, 0.06632
186.99124, 0.00995, 0.04843, 0.02282, 0.06563
187.20397, 0.00979, 0.04843, 0.02265, 0.06563
187.41670, 0.00964, 0.04770, 0.02247, 0.06563
187.62944, 0.00948, 0.04770, 0.02230, 0.06563
187.84217, 0.00933, 0.04696, 0.02212, 0.06563
188.05490, 0.00922, 0.04696, 0.02195, 0.06563
188.26763, 0.00910, 0.04623, 0.02178, 0.06563
188.48036, 0.00899, 0.04623, 0.02160, 0.06563
188.69310, 0.00888, 0.04549, 0.02143, 0.06563
188.90583, 0.00877, 0.04549, 0.02125, 0.06563
189.11856, 0.00865, 0.04476, 0.02108, 0.06563
189.33129, 0.00854, 0.04476, 0.02091, 0.06563
189.54402, 0.00843, 0.04403, 0.02073, 0.06563
189.75675, 0.00832, 0.04406, 0.02056, 0.06564
189.96949, 0.00820, 0.04352, 0.02039, 0.06564
190.18222, 0.00809, 0.04355, 0.02021, 0.06430
190.39495, 0.00798, 0.04357, 0.02004, 0.06430
190.60768, 0.00787, 0.04359, 0.01987, 0.06430
190.82041, 0.00775, 0.04362, 0.01970, 0.06430
191.03315, 0.00764, 0.04309, 0.01953, 0.06430
191.24588, 0.00753, 0.04311, 0.01935, 0.06430
191.45861, 0.00742, 0.04313, 0.01918, 0.06365
191.67134, 0.00730, 0.04315, 0.01901, 0.06365
191.88407, 0.00719, 0.04318, 0.01884, 0.06365
192.09680, 0.00708, 0.04320, 0.01867, 0.06430
192.30954, 0.00697, 0.04322, 0.01850, 0.06431
192.52227, 0.00686, 0.04325, 0.01833, 0.06431
192.73500, 0.00674, 0.04327, 0.01816, 0.06432
192.94773, 0.00663, 0.04329, 0.01799, 0.06432
193.16046, 0.00652, 0.04332, 0.01782, 0.06432
193.37319, 0.00641, 0.04334, 0.01765, 0.06432
193.58593, 0.00629, 0.04336, 0.01748, 0.06432
193.79866, 0.00618, 0.04339, 0.01731, 0.06433
194.01139, 0.00607, 0.04341, 0.01714, 0.06433
194.22412, 0.00596, 0.04343, 0.01697, 0.06304
194.43685, 0.00584, 0.04345, 0.01680, 0.06304
194.64959, 0.00573, 0.04348, 0.01663, 0.06304
194.86232, 0.00562, 0.04350, 0.01646, 0.06304
195.07505, 0.00551, 0.04352, 0.01630, 0.06241
195.28778, 0.00539, 0.04355, 0.01613, 0.06240
195.50051, 0.00528, 0.04357, 0.01596, 0.06180
195.71324, 0.00517, 0.04360, 0.01579, 0.06180
195.92598, 0.00506, 0.04362, 0.01563, 0.06180
196.13871, 0.00494, 0.04364, 0.01546, 0.06180
196.35144, 0.00483, 0.04367, 0.01529, 0.06180
196.56417, 0.00472, 0.04369, 0.01512, 0.06062
196.77690, 0.00461, 0.04371, 0.01496, 0.06062
196.98964, 0.00450, 0.04317, 0.01479, 0.06004
197.20237, 0.00438, 0.04320, 0.01462, 0.06004
197.41510, 0.00427, 0.04322, 0.01446, 0.06004
197.62783, 0.00416, 0.04324, 0.01429, 0.06004
197.84056, 0.00405, 0.04327, 0.01413, 0.05947
198.05329, 0.00393, 0.04329, 0.01396, 0.06003
198.26603, 0.00382, 0.04275, 0.01380, 0.06004
198.47876, 0.00371, 0.04277, 0.01363, 0.06004
198.69149, 0.00360, 0.04280, 0.01347, 0.06004
198.90422, 0.00348, 0.04282, 0.01330, 0.06004
199.11695, 0.00337, 0.04284, 0.01314, 0.06004
199.32968, 0.00326, 0.04286, 0.01297, 0.05947
199.54242, 0.00315, 0.04289, 0.01281, 0.05891
199.75515, 0.00303, 0.04291, 0.01264, 0.05891
199.96788, 0.00292, 0.04293, 0.01248, 0.05891
200.18061, 0.00281, 0.04296, 0.01232, 0.05837
200.39334, 0.00270, 0.04298, 0.01215, 0.05837
200.60608, 0.00258, 0.04300, 0.01199, 0.05837
200.81881, 0.00247, 0.04303, 0.01182, 0.05838
201.03154, 0.00236, 0.04305, 0.01166, 0.05838
201.24427, 0.00225, 0.04308, 0.01150, 0.05838
201.45700, 0.00214, 0.04310, 0.01134, 0.05837
201.66973, 0.00202, 0.04312, 0.01117, 0.05837
201.88247, 0.00191, 0.04315, 0.01101, 0.05838
202.09520, 0.00180, 0.04317, 0.01089, 0.05784
202.30793, 0.00169, 0.04319, 0.01078, 0.05783
